pl_name,hostname,discoverymethod,disc_year,pl_orbper,pl_rade,pl_masse,st_teff,st_rad,st_mass
Kepler-1172 b,Kepler-1172,Transit,2016,26.0204423,3.26,,5806,0.899,0.996
Kepler-441 b,Kepler-441,Transit,2015,207.248713,,,4021,0.584762,0.575474
TrES-3 b,TrES-3,Transit,2007,1.30619,14.706208,615.95454,5650,0.812,0.915
K2-163 b,K2-163,Transit,2018,6.673117,2.46610713,,4937,0.762201,0.826112
Kepler-586 b,Kepler-586,Transit,2016,2.104722184,2.96,,5705,0.976,1.09
Kepler-397 c,Kepler-397,Transit,2014,135.4977745,5.7,,5114,0.682,0.736
KELT-14 b,KELT-14,Transit,2016,1.71005325,,,,,
Kepler-603 c,Kepler-603,Transit,2016,127.9088327,,,5825,1.54113,1.05
Kepler-1371 c,Kepler-1371,Transit,2016,2.005414293,,,5378.93,0.916461,0.93
Kepler-212 c,Kepler-212,Transit,2014,31.80474045,2.612,,5880,1.448,1.174
Kepler-1093 c,Kepler-1093,Transit,2016,89.72188091,,,6343.61,1.40659,1.26
GJ 9689 b,GJ 9689,Radial Velocity,2020,18.27,,,3836,0.57,0.59
Kepler-228 c,Kepler-228,Transit,2014,4.13443512,,,5675,1.1757,1.01
51 Peg b,51 Peg,Radial Velocity,1995,4.230785,,,5758,1.17561,1.03
Kepler-284 c,Kepler-284,Transit,2014,37.514456,2.61,,5615,0.814,
WASP-19 b,WASP-19,Transit,2009,,,,5503,1.02805,0.97
LP 890-9 b,LP 890-9,Transit,2022,2.729904885,1.35136063,,2887,0.155498,
Kepler-599 b,Kepler-599,Transit,2016,15.65566138,,,5007,0.728343,0.83
Kepler-313 b,Kepler-313,Transit,2014,14.97039854,,,,,
Kepler-76 b,Kepler-76,Orbital Brightness Modulation,2013,1.544928883,13.67,,6308,1.444,1.171
Kepler-221 d,Kepler-221,Transit,2014,10.04156549,,,5284.79,0.74895,0.907
Kepler-1724 b,Kepler-1724,Transit,2021,6.45442931,,,5726,1.08301,1.02
Kepler-373 b,Kepler-373,Transit,2014,5.535364981,,,5553,1.3798,0.98
K2-191 b,K2-191,Transit,2018,2.85847,1.63,,,0.8988,
Kepler-929 b,Kepler-929,Transit,2016,0.921056,1.12,,5822,0.92,0.965
Kepler-535 b,Kepler-535,Transit,2016,,2.361,,6128,1.295,
Kepler-1495 b,Kepler-1495,Transit,2016,85.273256,3.01,,5922,1.057,0.911
Kepler-654 b,Kepler-654,Transit,2016,13.72462702,,,5843,1.66143,1.05
Kepler-58 e,Kepler-58,Transit,2023,4.45815716,1.415,,5776,0.965,1.024
55 Cnc b,55 Cnc,Radial Velocity,1996,14.648,,,5200,,0.85
WASP-104 b,WASP-104,Transit,2014,1.75540644,,,,,
Kepler-493 b,Kepler-493,Transit,2016,3.003876581,11.42,,6299,1.167,1.249
HD 219134 f,HD 219134,Radial Velocity,2015,22.805,,,4913,0.77,0.794
Kepler-347 c,Kepler-347,Transit,2014,27.3214242,3.61,,5592,1.451,1
Kepler-406 c,Kepler-406,Transit,2014,4.62333557,0.74,,5720,0.97,1.03
Kepler-1571 b,Kepler-1571,Transit,2016,3.38555488,1.345,,5638,1.237,0.916
K2-278 b,K2-278,Transit,2018,3.33253,3.63,,,1.766,
Kepler-83 b,Kepler-83,Transit,2012,9.77045194,2.37,,3893,0.52,0.54
Kepler-290 c,Kepler-290,Transit,2014,36.77019,2.53,,5115,0.7,0.798
Kepler-65 c,Kepler-65,Transit,2012,5.859697,2.623,5.4,,1.437,1.248
Kepler-848 b,Kepler-848,Transit,2016,6.911301,1.4,,5894,0.99,0.97
Kepler-664 b,Kepler-664,Transit,2016,2.52560111,,,5583,0.940483,0.99
Kepler-31 d,Kepler-31,Transit,2014,87.6475334,4.06,,6505,1.163,1.185
Kepler-62 e,Kepler-62,Transit,2013,122.3863812,1.873,,4859,0.707,0.697
Qatar-7 b,Qatar-7,Transit,2019,2.032069,,,,,
Kepler-210 b,Kepler-210,Transit,2014,2.453235899,2.91,,4588,0.7,0.77
Kepler-224 c,Kepler-224,Transit,2014,5.924993927,3.15,,5016,0.679,0.743
WASP-58 b,WASP-58,Transit,2012,5.01721434,,,,,
HD 40307 f,HD 40307,Radial Velocity,2013,51.56,,,4977,,0.77
Kepler-582 b,Kepler-582,Transit,2016,,2.986,,5288,0.749,
TOI-4153 b,TOI-4153,Transit,2024,4.617425391,16.66323365,,6411,1.67219,
Kepler-397 b,Kepler-397,Transit,2014,22.250949,2.46,,5307,0.767,
K2-28 b,K2-28,Transit,2016,2.260404,1.52,,,0.184,
Kepler-765 b,Kepler-765,Transit,2016,27.6655226,2.29,,6036,1.017,0.939
OGLE-2019-BLG-0362L b,OGLE-2019-BLG-0362L,Microlensing,2022,,,1036.120607,,,0.42
Kepler-1047 b,Kepler-1047,Transit,2016,,3.579,,5659,1.645,
Kepler-1172 b,Kepler-1172,Transit,2016,26.0204423,3.26,,5806,0.899,0.996
GJ 27.1 b,GJ 27.1,Radial Velocity,2014,15.819,,,3542,,0.53
Kepler-128 b,Kepler-128,Transit,2013,15.0896415,1.42,,6063,1.613,1.092
Kepler-11 f,Kepler-11,Transit,2010,46.68568857,,,5820,1.12955,1.05
Kepler-1430 b,Kepler-1430,Transit,2016,2.46050095,1.03,,4811,0.634,0.62
HAT-P-13 b,HAT-P-13,Transit,2009,2.9162368,,,,,
Kepler-69 b,Kepler-69,Transit,2013,13.72237104,2.29,,5745,0.95,0.94
KOI-2513.01,KOI-2513,Transit,2023,19.00537199,103.23,,6347,1.036,1.032
Kepler-297 c,Kepler-297,Transit,2014,74.920119,7.7,,6138,1.04,1.07
Kepler-294 b,Kepler-294,Transit,2014,,1.675,,5513,0.935,
TOI-5153 b,TOI-5153,Transit,2022,20.9108406,11.3547,,6408,1.38,
Kepler-654 b,Kepler-654,Transit,2016,13.72453369,,,5843,1.66143,1.05
Kepler-259 b,Kepler-259,Transit,2014,,3.209,,5511,0.919,
Kepler-812 b,Kepler-812,Transit,2016,,3.021,,6312,1.762,
K2-21 c,K2-21,Transit,2015,15.50192,2.49,,4222.06,0.646783,0.676023
Qatar-1 b,Qatar-1,Transit,2010,1.420024291,,,,,
Kepler-1031 b,Kepler-1031,Transit,2016,1.226232456,,,6051.81,,
Kepler-1059 b,Kepler-1059,Transit,2016,3.764191048,1.73,,4906,0.72,0.75
L 98-59 c,L 98-59,Transit,2019,3.6904,1.35,2.42,3412,0.314,0.312
Kepler-1977 b,Kepler-1977,Transit,2023,4.53702121,,,4606.75,0.705982,0.73
Kepler-669 b,Kepler-669,Transit,2016,4.125546869,4.46,,6174,1.103,1.162
Kepler-233 c,Kepler-233,Transit,2014,60.4186137,2.72,,5354,0.788,0.884
Kepler-798 b,Kepler-798,Transit,2016,13.71938763,,,5933.64,1.22214,1.08
Kepler-307 b,Kepler-307,Transit,2013,10.416,3.2,3.1,,1.08,0.98
Kepler-770 c,Kepler-770,Transit,2016,1.475322314,0.95,,5513,0.753,0.822
Kepler-936 b,Kepler-936,Transit,2016,10.56136226,,,5172.88,,
Kepler-1245 b,Kepler-1245,Transit,2016,4.35409304,1.44,,5306,0.83,0.86
Kepler-922 b,Kepler-922,Transit,2016,0.938466959,1.58,,5499,1.087,0.906
Kepler-87 b,Kepler-87,Transit,2013,114.73658,12.28,,5597,1.699,0.969
HD 77946 b,HD 77946,Transit,2024,6.527282,2.705,8.38,6046,1.31,1.17
Kepler-173 c,Kepler-173,Transit,2014,8.005815986,,,5629.05,1.14448,1
Kepler-462 c,Kepler-462,Transit,2020,207.62,4,6,7500,1.57,1.59
Kepler-85 d,Kepler-85,Transit,2014,17.9134215,,,5495,0.864111,0.96
Kepler-1587 b,Kepler-1587,Transit,2016,9.4061364,,,5936,1.37592,1.08
TOI-150.01,TOI-150,Transit,2019,5.857487,14.067295,797.7533,6255,1.526,1.351
Kepler-42 d,Kepler-42,Transit,2011,1.865114193,,,3357,0.176562,0.146463
Kepler-1292 b,Kepler-1292,Transit,2016,,1.779,,5814,0.999,
Kepler-11 d,Kepler-11,Transit,2010,22.68714105,3.26,,5657,1.046,0.921
TOI-2295 c,TOI-2295,Radial Velocity,2024,966.5,,,5730,1.459,1.168
Kepler-951 b,Kepler-951,Transit,2016,71.52533237,,,4689,0.72373,0.748
Kepler-250 c,Kepler-250,Transit,2014,,2.238,,5007,0.76,
Kepler-1965 b,Kepler-1965,Transit,2021,41.8681996,1.25,,5852,0.837,0.928
Kepler-279 c,Kepler-279,Transit,2013,35.7355719,5.61,,6488,1.66,1.32
Kepler-1691 b,Kepler-1691,Transit,2020,3.84822189,,,6000,1.13152,1.11
Kepler-1480 b,Kepler-1480,Transit,2016,22.12679948,2.97,,5312,1.445,0.963
Kepler-1987 c,Kepler-1987,Transit,2023,3.64829642,1.47,,4750,0.729,0.778
55 Cnc e,55 Cnc,Radial Velocity,2004,,1.92,8.08,5250,0.963515,0.9
Kepler-24 c,Kepler-24,Transit,2011,12.33340885,4.75,,6038,1.088,0.965
K2-30 b,K2-30,Transit,2016,4.098506,12.3,,5567,0.92,0.93
Kepler-182 b,Kepler-182,Transit,2014,9.82578435,2.94,,6120,1.23,1.16
TOI-421 b,TOI-421,Transit,2020,5.197576,2.64,6.7,5291,0.866,0.833
WASP-72 b,WASP-72,Transit,2012,2.2167421,14.24,491.3763,6250,1.98,1.386
WASP-5 b,WASP-5,Transit,2008,1.62843,,,5700,1.029,0.96
Kepler-33 e,Kepler-33,Transit,2011,31.784,3.5,5.5,,,1.1
CoRoT-13 b,CoRoT-13,Transit,2010,4.03519,14.033668,416.99296,5945,1.274,1.086
HIP 57274 b,HIP 57274,Radial Velocity,2011,8.1352,,,4510,0.78,0.29
Kepler-1937 b,Kepler-1937,Transit,2021,9.6886646,2.846,,5970,1.095,1.088
Kepler-473 b,Kepler-473,Transit,2016,14.55730897,,,5624,1.92735,1
Kepler-1230 b,Kepler-1230,Transit,2016,9.95699,3.3,,6144,1.1,1.06
Kepler-1102 b,Kepler-1102,Transit,2016,51.3285623,3.13,,6119,1.119,1.027
Kepler-599 b,Kepler-599,Transit,2016,15.65563866,2.55,,5185,0.837,0.779
Kepler-65 b,Kepler-65,Transit,2012,,1.452,,6220,1.453,
Kepler-195 c,Kepler-195,Transit,2014,34.0963441,1.71,,5320,0.786,0.882
Kepler-193 c,Kepler-193,Transit,2014,,2.542,,5976,1.035,
K2-57 b,K2-57,Transit,2016,9.0073,2.30905002,,4413,0.671,0.699
Kepler-1676 b,Kepler-1676,Transit,2020,29.92205802,1.88,,6122,0.996,1.07
Kepler-902 b,Kepler-902,Transit,2016,40.1099547,2.49,,5960,0.906,0.983
Kepler-1377 b,Kepler-1377,Transit,2016,0.7409258,1.4,,5613,0.89,0.89
Kepler-803 b,Kepler-803,Transit,2016,50.28635977,3.88,,5900,1.167,1.012
HD 11506 b,HD 11506,Radial Velocity,2007,1622.1,,,6030,1.34,1.24
Kepler-1921 b,Kepler-1921,Transit,2021,20.03479958,2.89459458,,6120,2,1.251
HAT-P-50 b,HAT-P-50,Transit,2015,3.1220109,14.437192,431.93097,6280,1.698,1.273
HATS-24 b,HATS-24,Transit,2017,1.3484954,16.667783,775.5052,6346,1.172,1.212
Kepler-852 b,Kepler-852,Transit,2016,44.9309804,2.78,,6354,1.25,1.019
Kepler-220 e,Kepler-220,Transit,2014,45.90324897,,,4457.96,0.769859,0.699
Kepler-1017 b,Kepler-1017,Transit,2016,7.23400469,2.017,,5400,0.87,0.949
Kepler-760 c,Kepler-760,Transit,2016,2.46697439,2.01,,5423,1.119,0.919
Kepler-753 b,Kepler-753,Transit,2016,5.747719,1.76,,4299,0.562,0.592
Kepler-715 b,Kepler-715,Transit,2016,,3.995,,6074,1.137,
Kepler-786 b,Kepler-786,Transit,2016,53.5292702,,,4568.33,0.815455,0.721
Kepler-360 b,Kepler-360,Transit,2014,3.289722169,1.62,,6052,1.028,1.022
Kepler-366 c,Kepler-366,Transit,2014,12.51616,1.79,,6209,1.048,
KOI-1831 d,Kepler-324,Transit,2021,34.2069395,1.13,,5355,0.803,0.901
Kepler-914 b,Kepler-914,Transit,2016,4.40966548,1.32,,5862,1.149,1.116
Kepler-785 b,Kepler-785,Transit,2016,1.97376051,9.86,,4656,0.618,0.68
HD 180314 b,HD 180314,Radial Velocity,2010,396.03,,,4917,9.2,2.6
HD 67087 c,HD 67087,Radial Velocity,2015,2374,,,6330,1.55,1.36
Kepler-391 c,Kepler-391,Transit,2014,20.4853893,3.6,,4938,3.324,1.136
Kepler-948 b,Kepler-948,Transit,2016,7.76846622,1.85,,5679,0.94,0.96
Kepler-214 c,Kepler-214,Transit,2014,28.7795813,2.947,,6052,1.582,1.137
TrES-2 b,TrES-2,Transit,2006,2.4706132,13.024858,457.6752,5850,0.95,0.94
Kepler-103 b,Kepler-103,Transit,2014,15.96533687,3.257,,5886,1.487,1.134
WASP-18 b,WASP-18,Transit,2009,0.941452422,,,,,
Kepler-393 c,Kepler-393,Transit,2014,14.6136,2.07,,6742,1.7,1.38
Kepler-112 c,Kepler-112,Transit,2014,28.57430911,,,5544.25,0.981539,0.976
Kepler-416 d,Kepler-416,Transit,2023,3.076410055,1.73000002,,5670,1.022,0.949
HAT-P-12 b,HAT-P-12,Transit,2009,,,,4652.87,0.703594,0.74
TOI-1883 b,TOI-1883,Transit,2024,4.50638,5.65,,3477,0.494,0.492
Kepler-179 c,Kepler-179,Transit,2014,6.400147394,2.57,,5475,0.87,0.91
Kepler-882 b,Kepler-882,Transit,2016,3.989539666,0.96,,5208,0.693,0.771
Kepler-769 b,Kepler-769,Transit,2016,7.42608998,2.35,,6225,1.009,1.07
Kepler-875 b,Kepler-875,Transit,2016,27.5071114,,,5882,1.12541,1.07
Kepler-1199 b,Kepler-1199,Transit,2016,15.04488567,,,5801.76,,
HAT-P-13 c,HAT-P-13,Radial Velocity,2009,446.27,,,,,
Kepler-1276 b,Kepler-1276,Transit,2016,12.5722897,1.09,,6084,1.169,1.037
Kepler-1337 b,Kepler-1337,Transit,2016,24.4002549,2.42,,4583,0.674,0.669
Kepler-60 d,Kepler-60,Transit,2012,11.9016171,2.55,,5915,1.5,1.11
Kepler-384 b,Kepler-384,Transit,2014,22.5965999,1.12,,5585,0.91,0.773
K2-344 b,K2-344,Transit,2021,3.35585,1.59,,4374,0.49,0.51
Kepler-325 c,Kepler-325,Transit,2014,12.76224947,2.744,,5541,0.81,0.914
Kepler-1817 b,Kepler-1817,Transit,2021,44.2993483,2.68,,5316,0.915,0.878
Kepler-1591 b,Kepler-1591,Transit,2016,8.18504949,0.95,,5984,0.906,0.993
Kepler-183 c,Kepler-183,Transit,2014,11.637071,2.27,,5888,0.958,
Kepler-386 c,Kepler-386,Transit,2014,25.1933989,1.95,,5009,0.84,0.797
Kepler-169 f,Kepler-169,Transit,2014,87.0905994,3.12,,5173,0.939,0.85
Kepler-748 b,Kepler-748,Transit,2016,7.40742502,2.01,,5922,0.961,1.002
TOI-1694 b,TOI-1694,Transit,2023,3.770129609,5.48002658,,5058,0.81833,
Kepler-1079 b,Kepler-1079,Transit,2016,13.24507215,,,5791.58,1.3873,
Kepler-1917 b,Kepler-1917,Transit,2021,12.90235874,,,5229.22,0.867011,0.89
Kepler-24 c,Kepler-24,Transit,2011,12.33,2.514,9.99,6028,1.099,1.06
Kepler-100 d,Kepler-100,Transit,2014,35.33221177,,,5859,1.5582,1.059
Kepler-1340 b,Kepler-1340,Transit,2016,0.665026916,0.98,,5957,0.937,1.026
Kepler-1978 b,Kepler-1978,Transit,2023,10.84969477,,,5155,0.889672,0.87
Kepler-148 d,Kepler-148,Transit,2016,51.846913,8.1,,5187,0.78,0.777
KMT-2019-BLG-0371L b,KMT-2019-BLG-0371L,Microlensing,2021,,,2447.278734,,,0.09
Kepler-1492 b,Kepler-1492,Transit,2016,16.75255007,3.69,,4807,1.802,0.955
Kepler-1086 b,Kepler-1086,Transit,2016,18.78429232,,,4484.48,0.615523,0.7
HD 189733 b,HD 189733,Radial Velocity,2005,2.219,14.12,365.49,5050,0.76,0.82
NGTS-4 b,NGTS-4,Transit,2019,1.3373508,3.18,20.6,5143,0.84,0.75
Kepler-1037 b,Kepler-1037,Transit,2016,1.063788673,1.61,,5265,1.002,0.919
Kepler-378 b,Kepler-378,Transit,2014,16.09231474,2.38,,4799,1.818,0.971
Kepler-1914 b,Kepler-1914,Transit,2021,30.8278245,,,5664,1.13513,1.01
Kepler-406 b,Kepler-406,Transit,2014,2.426300839,1.32,,5697,0.973,1.058
Kepler-295 c,Kepler-295,Transit,2014,21.52648147,,,5327,2.38169,
Kepler-442 b,Kepler-442,Transit,2015,112.306839,1.56,,4569,0.653,0.641
Kepler-1028 b,Kepler-1028,Transit,2016,2.51462432,1.31,,5679,0.841,0.925
Kepler-283 c,Kepler-283,Transit,2014,92.74935577,,,4250,0.631396,0.664
Kepler-126 b,Kepler-126,Transit,2014,10.495711,1.52,,6239,1.358,
L 98-59 d,L 98-59,Transit,2019,7.4507305,3.04528,,3469,0.31,
Kepler-370 c,Kepler-370,Transit,2014,19.023152,1.91,,5845,0.874,0.968
K2-288 B b,K2-288 B,Transit,2018,31.393463,1.9,,3341,0.32,0.33
Kepler-632 b,Kepler-632,Transit,2016,30.99660733,2.42,,5275,0.918,0.825
HAT-P-43 b,HAT-P-43,Transit,2012,3.332687,14.359,210.395,5645,1.103,1.048
Kepler-1753 b,Kepler-1753,Transit,2021,16.00454026,2.27,,5178,0.777,0.853
HD 106252 b,HD 106252,Radial Velocity,2002,1600,,,5896,1.05,1.03
Kepler-1072 b,Kepler-1072,Transit,2016,1.569066502,1.63,,6004,1.32,1.116
KOI-12 b,KOI-12,Transit,2015,17.855149,13.4,,6635,1.4,1.26
K2-274 b,K2-274,Transit,2018,14.13168,2.18,,,0.7209,
HD 191939 b,HD 191939,Transit,2020,8.88032,,,5348,0.94,0.81
Kepler-906 b,Kepler-906,Transit,2016,41.69831,2.4,,6292,1.06,1.13
Kepler-43 b,Kepler-43,Transit,2011,3.024092548,11.67,,5988,1.3,1.17
Kepler-265 c,Kepler-265,Transit,2014,17.02902105,2.41,,6299,0.983,1.045
Kepler-260 c,Kepler-260,Transit,2014,76.0503,1.69,,5250,0.9,0.9
Kepler-550 b,Kepler-550,Transit,2016,8.600104109,4.42,,5322,0.83,0.87
Kepler-48 d,Kepler-48,Transit,2014,42.89605505,1.98,,,,0.916
OGLE-2011-BLG-0173L b,OGLE-2011-BLG-0173L,Microlensing,2018,,,2100,,,0.43
HD 290327 b,HD 290327,Radial Velocity,2009,2443,,,5505,0.95,0.84
Kepler-554 b,Kepler-554,Transit,2016,1.902208556,3.92,,5438,0.825,0.938
Kepler-544 b,Kepler-544,Transit,2016,21.41664,1.97,,6269,1.04,1.124
Kepler-1895 b,Kepler-1895,Transit,2021,6.070290089,2.11934728,,5076,0.763,0.86
Kepler-193 b,Kepler-193,Transit,2014,11.38840217,3.04,,5876,1.456,1.093
K2-321 b,K2-321,Transit,2020,2.297991508,2.32710652,,3650,0.590525,
Kepler-364 b,Kepler-364,Transit,2014,25.7457529,1.45,,6484,1.173,1.195
Kepler-1072 b,Kepler-1072,Transit,2016,1.569066598,,,5794.96,1.5108,1.04
Kepler-357 c,Kepler-357,Transit,2014,16.85812066,,,4870,0.740322,0.79
Kepler-468 b,Kepler-468,Transit,2016,38.47875707,13.44,,5510,0.879,0.973
WASP-60 b,WASP-60,Transit,2012,4.305007,,,5900,1.14,1.078
K2-277 b,K2-277,Transit,2018,6.3297696,,,5673,0.975383,1.008
Kepler-681 b,Kepler-681,Transit,2016,26.39432897,,,4937,0.807916,0.81
TrES-3 b,TrES-3,Transit,2007,1.30619,14.515655,610.2336,5720,0.802,0.9
Kepler-1605 b,Kepler-1605,Transit,2016,85.7565495,5.18,,5447,4.001,1.658
Kepler-761 b,Kepler-761,Transit,2016,10.12824,2.6,,6149,1.07,1.07
HD 154857 c,HD 154857,Radial Velocity,2014,3452,,,5605,1.76,1.718
Kepler-1060 b,Kepler-1060,Transit,2016,,3.034,,5500,1.149,
Kepler-1219 b,Kepler-1219,Transit,2016,16.10467749,1.32,,6053,1.188,0.991
Kepler-1606 b,Kepler-1606,Transit,2016,196.435224,1.98,,5536,0.816,0.895
Kepler-1293 b,Kepler-1293,Transit,2016,5.57654784,1.314,,6219,1.692,1.325
Kepler-1385 b,Kepler-1385,Transit,2016,,1.067,,5727,1.685,
Kepler-374 d,Kepler-374,Transit,2014,5.028185799,,,5670.31,1.42107,1.01
Kepler-134 c,Kepler-134,Transit,2014,10.105785,1.26,,5983,1.176,
Kepler-1221 b,Kepler-1221,Transit,2016,12.00096042,1.61,,5195,0.69,0.688
Kepler-1132 b,Kepler-1132,Transit,2016,,2.361,,5042,0.807,
Kepler-304 e,Kepler-304,Transit,2016,1.499146953,1.43,,4910,0.892,0.828
Kepler-1475 b,Kepler-1475,Transit,2016,82.177374,2.2,,6247,0.954,1.022
Kepler-68 c,Kepler-68,Transit,2013,9.60503867,0.92,,5793,1.243,1.079
WASP-1 b,WASP-1,Transit,2007,2.51994701,,,,1.517,1.301
HD 32963 b,HD 32963,Radial Velocity,2015,2368,,657.9048025,5727,,1.03
Kepler-367 b,Kepler-367,Transit,2014,37.815724,1.3,,4710,0.695,
Kepler-169 d,Kepler-169,Transit,2014,8.34811,3.76,,5058,1.86,0.918
TOI-6034 b,TOI-6034,Transit,2024,2.57617956,12.14508691,,3628,0.497905,
Kepler-913 b,Kepler-913,Transit,2016,10.29664732,,,5440,0.814025,0.95
Kepler-1061 b,Kepler-1061,Transit,2016,2.75797905,,,6126,0.981999,1.158
Kepler-129 d,Kepler-129,Radial Velocity,2021,1935.571324,,,,,1.235
Kepler-388 c,Kepler-388,Transit,2014,13.29726982,,,,,
Kepler-1038 b,Kepler-1038,Transit,2016,148.4601819,,,5238,0.80043,0.89
HD 13931 b,HD 13931,Radial Velocity,2009,4449,,889.9195396,5829,,1.022
Kepler-1035 b,Kepler-1035,Transit,2016,2.714078374,1.38,,5815,0.992,1.038
WASP-8 b,WASP-8,Transit,2010,8.15872656,,,5600,0.945,1.03
Kepler-504 b,Kepler-504,Transit,2016,,1.767,,3562,0.416,
Kepler-332 c,Kepler-332,Transit,2014,15.9956114,1.3,,5141,0.861,0.801
Kepler-1507 b,Kepler-1507,Transit,2016,16.05044901,,,5327.83,0.808014,0.919
Kepler-1567 b,Kepler-1567,Transit,2016,153.9849874,,,5562,0.935994,0.98
HATS-29 b,HATS-29,Transit,2016,4.6058787,,,5670,1.073,1.032
Kepler-105 c,Kepler-105,Transit,2014,7.12592,1.44,5.6,5933,1.026,0.991
Kepler-1264 b,Kepler-1264,Transit,2016,0.96852,1.25,,5944,0.99,0.992
TOI-3807 b,TOI-3807,Transit,2023,2.8989758,10.0928,,5908,1.47,
Kepler-359 b,Kepler-359,Transit,2014,25.563222,3.53,,6248,1.086,
Kepler-1349 b,Kepler-1349,Transit,2016,2.12823928,0.694,,5970,1.369,1.178
Kepler-1618 b,Kepler-1618,Transit,2016,6.10826019,1.07,,6725,1.385,1.279
Kepler-806 b,Kepler-806,Transit,2016,8.09219642,1.86,,5662,1.922,0.989
Kepler-1200 b,Kepler-1200,Transit,2016,1.118549717,1.06,,4612,0.7,0.74
Kepler-48 c,Kepler-48,Transit,2012,9.67395,2.71,14.61,5194,0.89,0.88
Kepler-471 b,Kepler-471,Transit,2016,5.014234575,10.53,,6475,1.271,1.314
HD 152843 c,HD 152843,Transit,2021,,4.18440826,,6329,1.39619,
Kepler-1328 b,Kepler-1328,Transit,2016,4.521581367,,,5647.55,1.35747,1
Kepler-383 b,Kepler-383,Transit,2014,12.90467523,1.49,,4513,0.722,0.712
TOI-169 b,TOI-169,Transit,2020,2.2554477,12.172974,251.40353,5880,1.288,1.147
WASP-77 A b,WASP-77 A,Transit,2012,1.360028898,,,5500,,
HD 4313 b,HD 4313,Radial Velocity,2009,356,,,5005,4.91,2.47
TOI-969 c,TOI-969,Radial Velocity,2022,1700,,,4435,0.671,0.734
K2-365 b,K2-365,Transit,2022,23.446873,2.89705396,,5869,0.986872,
Kepler-726 b,Kepler-726,Transit,2016,21.80451088,3.26,,5452,0.85,0.88
Kepler-58 d,Kepler-58,Transit,2014,40.10156,,245.343,,0.964,1.024
Kepler-1060 b,Kepler-1060,Transit,2016,46.8776724,2.62,,5504,0.993,0.943
Kepler-324 b,Kepler-324,Transit,2014,4.38536461,1.11,,5355,0.803,0.901
Kepler-149 c,Kepler-149,Transit,2014,55.3285813,1.77,,5377,0.9,0.92
Kepler-75 b,Kepler-75,Transit,2013,8.88492268,10.83,,5206,0.83,0.83
Kepler-467 b,Kepler-467,Transit,2016,24.99324319,2.29,,5718,1.317,0.961
Kepler-1101 b,Kepler-1101,Transit,2016,81.31320034,,,5391.5,0.764821,0.94
Kepler-1065 c,Kepler-1065,Transit,2016,2.3702932,,,5469,0.974806,0.96
Kepler-1221 b,Kepler-1221,Transit,2016,12.00089667,,,,,
Kepler-106 b,Kepler-106,Transit,2014,6.16486,0.82,5.3,5858,1.04,1
Kepler-187 b,Kepler-187,Transit,2014,4.93886507,1.26,,5945,1.099,0.896
Kepler-1605 b,Kepler-1605,Transit,2016,85.7567919,,,5117.19,2.1319,
Kepler-1471 b,Kepler-1471,Transit,2016,3.63899398,1.41,,5660,0.93,0.95
Kepler-332 b,Kepler-332,Transit,2014,7.626324,1.17,,4955,0.72,
Kepler-681 b,Kepler-681,Transit,2016,26.39432897,3.07,,5129,0.763,0.846
Kepler-84 c,Kepler-84,Transit,2012,12.88294333,,,,,
HAT-P-15 b,HAT-P-15,Transit,2010,10.863502,12.016,618.471,5568,1.08,1.013
Wolf 327 b,Wolf 327,Transit,2024,0.5734745,1.24,2.53,3542,0.406,0.405
Kepler-167 d,Kepler-167,Transit,2016,21.803855,1.194,,4890,0.726,0.77
Kepler-1266 b,Kepler-1266,Transit,2016,28.4752,2.1,,5085,0.69,0.89
Kepler-1254 b,Kepler-1254,Transit,2016,9.99115241,1.68,,4838,0.796,0.771
Kepler-749 b,Kepler-749,Transit,2016,17.31716585,2.1,,4719,0.502,0.52
Kepler-301 d,Kepler-301,Transit,2014,13.75134642,1.96,,5814,0.881,0.944
Kepler-394 c,Kepler-394,Transit,2014,12.13109543,,,5977,0.991788,1.1
Kepler-203 d,Kepler-203,Transit,2014,11.32977062,,,5871.24,1.07657,1.06
Kepler-1846 b,Kepler-1846,Transit,2021,14.82009983,1.76378826,,4825,0.732,0.785
Kepler-265 d,Kepler-265,Transit,2014,,2.179,,5871,0.973,
MOA-2009-BLG-266L b,MOA-2009-BLG-266L,Microlensing,2011,2800,,10.4,,,0.56
Kepler-80 d,Kepler-80,Transit,2014,3.072169,1.47,,4613,0.647,0.722
EPIC 212424622 b,EPIC 212424622,Transit,2019,18.0971,2.21,,,1.2247,
Kepler-240 b,Kepler-240,Transit,2014,4.14451656,,,4749,0.808486,0.76
Kepler-62 d,Kepler-62,Transit,2013,18.16407876,2.122,,4859,0.707,0.697
Kepler-825 c,Kepler-825,Transit,2016,8.18182189,1.77,,6224,0.969,0.868
HD 113996 b,HD 113996,Radial Velocity,2017,610.2,,,4181,25.11,1.49
K2-272 b,K2-272,Transit,2018,14.454034,3.2,,5490,0.802,
Kepler-549 b,Kepler-549,Transit,2016,42.9495649,2.66,,5467,0.856,0.839
Kepler-276 b,Kepler-276,Transit,2014,14.12847677,,,5746,0.910298,1.03
TOI-519 b,TOI-519,Transit,2021,1.26523248,11.87031056,166.8599137,3354,0.3578,0.372
Kepler-365 b,Kepler-365,Transit,2014,10.66487537,1.83,,6011,1.03,1.035
Kepler-92 d,Kepler-92,Transit,2015,49.35780383,,,5904.34,1.81719,1.07
